StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,Team ID,Gender,Age,Degree Status,Major,Formal Education,Experience_1,Experience_2,Experience_3,Differing abilities_1,Differing abilities_2,Differing abilities_3,CD-1,CD-2,CD-3,CD-4,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q30,Q27_NPS_GROUP,Q27,Q28_NPS_GROUP,Q28,Q29_NPS_GROUP,Q29,OC-1,OC-2,OC-3,OC-4,OC-5
2026-01-11 09:51:59,2026-01-11 09:58:22,IP Address,172.226.202.29,100,382,True,2026-01-11 09:58:23,R_7cWfavVqQKknbeV,,,,,40.7126,-74.0066,anonymous,EN,Yes,Team 7,Female,18-24,Undergraduate/Full Time,Computer Science,0 years,4,5,2,1,1,1,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skills to a moderate extent.,The members of my team differ in how they view the world to a somewhat large extent.,The members of my team differ in their beliefs about what is right and wrong to a moderate extent.,1,3,3,2,2,"We used AI to assist with finding vulnerabilities in services. We also used it to assist in writing our report. Overall it was helpful, but it so hallucinated a lot and caused some destruction to the infrastructure.",Passive,8,Passive,8,Detractor,5,Agree,Agree,Agree,Agree,Strongly Agree
2026-01-11 09:51:28,2026-01-11 09:58:32,IP Address,152.89.204.204,100,424,True,2026-01-11 09:58:32,R_1rMGS9pjeQIuinm,,,,,34.0609,-118.2414,anonymous,EN,Yes,Team 5,Male,18-24,Undergraduate/Part Time,"computer science ",0 years,4,5,1,3,1,1,The members of my team differ in their way of thinking to a somewhat large extent.,The members of my team differ in their knowledge and skills to a moderate extent.,The members of my team differ in how they view the world to a moderate extent.,The members of my team differ in their beliefs about what is right and wrong to a moderate extent.,5,5,5,5,5,"We had ai run free with no limits other than the scope. It was able to find a few basic vulnerabilities fairly quickly, but by that time we had already found everything. It didn't find anything new.",Detractor,2,Detractor,6,Detractor,3,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2026-01-11 09:52:41,2026-01-11 09:58:34,IP Address,174.208.34.57,100,352,True,2026-01-11 09:58:35,R_69hLypncf2co6XA,,,,,43.1394,-77.6463,anonymous,EN,Yes,Team 3,Male,18-24,Undergraduate/Full Time,Information Technology,3+ years,7,7,2,5,2,3,The members of my team differ in their way of thinking to a somewhat large extent.,The members of my team differ in their knowledge and skills to a very large extent.,The members of my team differ in how they view the world to a very large extent.,The members of my team differ in their beliefs about what is right and wrong to a very large extent.,5,3,5,5,3,"Finding an exploit manually and then explaining it all and having Claude Code go bananas on enumerating further within it is very strong ",Passive,8,Passive,8,Detractor,1,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree
2026-01-11 09:56:30,2026-01-11 09:58:48,IP Address,129.21.90.42,100,137,True,2026-01-11 09:58:49,R_7QiPkShefxqRf7b,,,,,43.1311,-77.6053,anonymous,EN,Yes,Team 7,Other/Prefer not to answer,Other/Prefer not to answer,Undergraduate/Full Time,cs and math,0 years,2,1,1,3,,3,The members of my team differ in their way of thinking to a very large extent.,The members of my team differ in their knowledge and skillsto a somewhat large extent.,The members of my team differ in how they view the world to a moderate extent.,The members of my team differ in their beliefs about what is right and wrong to a moderate extent.,3,3,5,3,3,claude --allow-dangerously-skip-permissions with ultrathink,Passive,8,Detractor,6,Detractor,4,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree
2026-01-11 09:51:40,2026-01-11 09:58:57,IP Address,129.21.255.75,100,437,True,2026-01-11 09:58:58,R_6CeN83NRMXBprDc,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 12,Male,25-29,Undergraduate/Full Time,,2 years,6,2,2,5,3,5,The members of my team differ in their way of thinking to a large extent.,The members of my team differ in their knowledge and skillsto a somewhat large extent.,The members of my team differ in how they view the world to a somewhat large extent.,The members of my team differ in their beliefs about what is right and wrong to a somewhat large extent.,1,5,1,4,2,"It was very helpful in identifying the systems, their uses, and potential vulnerabilities.",Passive,7,Detractor,5,Detractor,2,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree
2026-01-11 09:54:05,2026-01-11 09:59:13,IP Address,129.21.255.71,100,308,True,2026-01-11 09:59:14,R_6iIY6GlHuQ8l6Wl,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 12,Male,18-24,Undergraduate/Full Time,CIS,2 years,3,6,3,1,1,1,The members of my team differ in their way of thinking to a somewhat small extent.,The members of my team differ in their knowledge and skills to a small extent.,The members of my team differ in how they view the world to a moderate extent.,The members of my team differ in their beliefs about what is right and wrong to a moderate extent.,3,4,4,3,4,Using it as a tool to gather information and research,Detractor,5,Detractor,5,Detractor,3,Disagree,Agree,Agree,Agree,Agree
2026-01-11 09:51:57,2026-01-11 09:59:17,IP Address,129.21.74.113,100,439,True,2026-01-11 09:59:17,R_3nF84Os2Hmb3ijn,,,,,43.0517,-77.6147,anonymous,EN,Yes,Team 7,Male,18-24,Undergraduate/Full Time,Computer Science,0 years,1,3,1,2,1,4,The members of my team differ in their way of thinking to a large extent.,The members of my team differ in their knowledge and skillsto a somewhat large extent.,The members of my team differ in how they view the world to a somewhat large extent.,The members of my team differ in their beliefs about what is right and wrong to a somewhat large extent.,1,3,4,4,2,"Using AI to automate the scanning process, or help narrow down the attack vectors has been very helpful to us. What would have been hours to be testing on gets reduced down to minutes

Penetration isnt always a hit for AI, I feel like it needs a lot of information before successfully attacking a machine, which is where the on hand fuzzing/exploiting comes in",Passive,7,Detractor,6,Detractor,5,Agree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree
2026-01-11 09:51:29,2026-01-11 09:59:32,IP Address,129.21.255.101,100,482,True,2026-01-11 09:59:34,R_1Al9Etm7Y5Vip1f,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 5,Male,18-24,Undergraduate/Full Time,Computer Science,0 years,4,5,2,1,1,1,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skills to a moderate extent.,The members of my team differ in how they view the world to a large extent.,The members of my team differ in their beliefs about what is right and wrong to a very large extent.,2,4,2,4,4,,Detractor,3,Passive,7,Detractor,4,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2026-01-11 09:51:29,2026-01-11 10:00:02,IP Address,174.253.215.25,100,513,True,2026-01-11 10:00:02,R_11c3TQPFDPB0Z7E,,,,,43.2123,-77.6995,anonymous,EN,Yes,Team 5,Other/Prefer not to answer,18-24,Undergraduate/Full Time,Computer Science,0 years,4,6,2,5,1,5,The members of my team differ in their way of thinking to a somewhat large extent.,The members of my team differ in their knowledge and skills to a moderate extent.,The members of my team differ in how they view the world to a moderate extent.,The members of my team differ in their beliefs about what is right and wrong to a somewhat large extent.,1,1,1,1,1,I do not use AI for any purpose.,Detractor,0,Detractor,0,Detractor,0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2026-01-11 09:51:47,2026-01-11 10:00:05,IP Address,129.21.255.71,100,498,True,2026-01-11 10:00:06,R_58HvaSyJthhZMkO,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 12,Male,18-24,Undergraduate/Full Time,Computer Science,1 year,7,5,2,2,1,2,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skills to a somewhat small extent.,The members of my team differ in how they view the world to a somewhat small extent.,The members of my team differ in their beliefs about what is right and wrong to a large extent.,2,5,3,2,2,,Passive,7,Passive,7,Passive,7,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2026-01-11 09:52:04,2026-01-11 10:00:14,IP Address,129.21.255.109,100,490,True,2026-01-11 10:00:15,R_77b06BVCv5dW6T7,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 5,Male,18-24,Undergraduate/Full Time,Computer Science,0 years,4,5,1,2,1,1,The members of my team differ in their way of thinking to a somewhat large extent.,The members of my team differ in their knowledge and skills to a moderate extent.,The members of my team differ in how they view the world to a somewhat small extent.,The members of my team differ in their beliefs about what is right and wrong to a somewhat large extent.,1,1,3,1,1,"Using AI was good for doing tedious and manual tasks, but often required supervision.",Detractor,3,Detractor,6,Detractor,2,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2026-01-11 09:52:05,2026-01-11 10:00:31,IP Address,174.208.42.47,100,505,True,2026-01-11 10:00:31,R_6b4TeLz4eDBrv8d,,,,,43.1511,-77.6425,anonymous,EN,Yes,Team 5,Male,18-24,Undergraduate/Full Time,Computer Science,1 year,1,4,1,1,1,1,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skills to a somewhat small extent.,The members of my team differ in how they view the world to a large extent.,The members of my team differ in their beliefs about what is right and wrong to a somewhat large extent.,1,1,1,1,1,We did not utilize AI besides simple testing as we had never used it in the past. Additionally all use of AI did not help in finding vulnerabilities or doing enumeration.,Detractor,0,Detractor,0,Detractor,0,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2026-01-11 09:55:42,2026-01-11 10:00:47,IP Address,129.21.255.87,100,304,True,2026-01-11 10:00:47,R_1WKo6B1DdSfZIAx,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 3,Male,18-24,Undergraduate/Full Time,Information Technology,1 year,1,4,1,4,1,2,The members of my team differ in their way of thinking to a somewhat large extent.,The members of my team differ in their knowledge and skills to a moderate extent.,The members of my team differ in how they view the world to a somewhat small extent.,The members of my team differ in their beliefs about what is right and wrong to a small extent.,4,4,4,4,4,"Automation of enumeration using found exploits was very helpful; saved a lot of time on manual enumeration ",Detractor,6,Passive,7,Detractor,3,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2026-01-11 09:53:47,2026-01-11 10:01:41,IP Address,129.21.255.89,100,473,True,2026-01-11 10:01:41,R_5zxc86zZtQHN6Js,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 10,Male,25-29,Graduate/Full Time,,2 years,1,4,1,1,3,5,The members of my team differ in their way of thinking to a somewhat small extent.,The members of my team differ in their knowledge and skills to a moderate extent.,The members of my team differ in how they view the world to a small extent.,The members of my team differ in their beliefs about what is right and wrong to a very small extent.,5,5,5,5,5,"It helped find vulns we missed initially. Very useful. ",Passive,7,Promoter,10,Detractor,3,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2026-01-11 09:54:10,2026-01-11 10:03:58,IP Address,206.0.71.20,100,587,True,2026-01-11 10:03:59,R_3P14zruMHRhgJSz,,,,,32.7908,-96.8336,anonymous,EN,Yes,Team 2,Female,18-24,Undergraduate/Full Time,"Network and information security engineering ",2 years,5,4,1,4,1,3,The members of my team differ in their way of thinking to a very large extent.,The members of my team differ in their knowledge and skills to a very large extent.,The members of my team differ in how they view the world to a moderate extent.,The members of my team differ in their beliefs about what is right and wrong to a somewhat small extent.,2,2,3,1,1,Used it to explore some attack paths to make sure I didn’t miss anything. I once tried to instruct it to spray some passwords and accounts got locked out,Detractor,4,Passive,7,Detractor,1,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2026-01-11 09:56:06,2026-01-11 10:04:54,IP Address,209.76.218.47,100,528,True,2026-01-11 10:04:55,R_7kGTHTEum2gCJKK,,,,,40.7126,-74.0066,anonymous,EN,Yes,Team 3,Male,18-24,Graduate/Full Time,Cybersecurity & Privacy,1 year,7,7,2,5,1,1,The members of my team differ in their way of thinking to a somewhat large extent.,The members of my team differ in their knowledge and skills to a somewhat small extent.,The members of my team differ in how they view the world to a somewhat small extent.,The members of my team differ in their beliefs about what is right and wrong to a very small extent.,2,2,1,4,4,deep dives into mass swathes of information dumps. sanity checks for what i know. give me ideas based on what i already tried.,Detractor,4,Passive,8,Passive,7,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2026-01-11 10:46:21,2026-01-11 10:50:55,IP Address,129.21.255.91,100,273,True,2026-01-11 10:50:56,R_79tXbnfZJOa5Tzb,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 4,Male,18-24,Undergraduate/Part Time,Cyber Security,3+ years,5,5,1,3,1,2,The members of my team differ in their way of thinking to a somewhat large extent.,The members of my team differ in their knowledge and skills to a very large extent.,The members of my team differ in how they view the world to a large extent.,The members of my team differ in their beliefs about what is right and wrong to a very large extent.,4,4,2,4,4,"The planning, structuring of ideas, mapping paths and making clean modular structure to better organize findings.",Passive,7,Passive,7,Passive,7,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Strongly Agree
2026-01-11 09:54:17,2026-01-11 11:06:29,IP Address,129.21.41.47,100,4331,True,2026-01-11 11:06:29,R_1rPJI17vDtlg50d,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 10,Male,18-24,Undergraduate/Part Time,Computer Science,1 year,3,4,1,2,1,3,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skillsto a somewhat large extent.,The members of my team differ in how they view the world to a somewhat large extent.,The members of my team differ in their beliefs about what is right and wrong to a somewhat small extent.,3,3,3,3,3,,,,,,,,,,,,
2026-01-11 09:59:49,2026-01-11 12:08:41,IP Address,206.0.67.12,100,7731,True,2026-01-11 12:08:41,R_1wvcOulVp1KdIZ3,,,,,39.018,-77.539,anonymous,EN,Yes,Team 2,Male,18-24,Undergraduate/Full Time,,3+ years,7,3,1,3,,,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skills to a moderate extent.,The members of my team differ in how they view the world to a somewhat large extent.,The members of my team differ in their beliefs about what is right and wrong to a small extent.,3,3,3,3,3,,,,,,,,,,,,
2026-01-11 09:59:53,2026-01-11 12:09:54,IP Address,129.21.255.81,100,7800,True,2026-01-11 12:09:54,R_3E73HH5XQj5jJ0D,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 10,Male,18-24,Undergraduate/Full Time,"Computer Science, Mathematics",2 years,3,6,1,1,1,1,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skills to a moderate extent.,The members of my team differ in how they view the world to a small extent.,The members of my team differ in their beliefs about what is right and wrong to a small extent.,4,3,2,3,4,"Enumeration and idea suggestions worked well. Making the boilerplate for reports worked well. We tried to use Claude to generate parts of the report, but hallucinated too much. ",Detractor,6,Detractor,0,Detractor,0,Strongly Agree,Strongly Agree,Agree,Agree,Agree
2026-01-11 09:51:45,2026-01-11 12:10:02,IP Address,129.21.255.84,100,8297,True,2026-01-11 12:10:03,R_5OOd5aryIDGW1g9,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 1,Male,18-24,Graduate/Full Time,"Cybersecurity ",3+ years,4,3,3,2,1,1,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skillsto a somewhat large extent.,The members of my team differ in how they view the world to a moderate extent.,The members of my team differ in their beliefs about what is right and wrong to a small extent.,1,3,2,1,1,Used it generally for scanning and suggesting commands. Most of the output was not very useful when trying to determine AD attack vectors.,Detractor,2,Detractor,0,Detractor,1,Agree,Agree,Agree,Agree,Agree
2026-01-11 09:59:05,2026-01-11 12:44:54,IP Address,174.253.222.16,100,9948,True,2026-01-11 12:44:54,R_1eWtIjK8B88nUMj,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 3,Male,18-24,Undergraduate/Full Time,IT,2 years,5,4,4,5,1,5,The members of my team differ in their way of thinking to a very large extent.,The members of my team differ in their knowledge and skills to a very large extent.,The members of my team differ in how they view the world to a very large extent.,The members of my team differ in their beliefs about what is right and wrong to a large extent.,3,5,3,4,2,"Fixing errors and finding nuances worked well, especially on the AD/Windows side ",Passive,8,Promoter,10,Promoter,10,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2026-01-11 09:51:38,2026-01-11 09:52:03,IP Address,129.21.255.77,13,24,False,2026-01-18 09:52:04,R_7lzRSqRBm9kXlAZ,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-11 09:52:29,2026-01-11 09:52:58,IP Address,129.21.255.101,13,28,False,2026-01-18 09:52:58,R_5QsXcTinfH5pUlI,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-11 09:51:46,2026-01-11 09:54:25,IP Address,163.5.171.46,42,158,False,2026-01-18 09:54:26,R_3LpbNxTRj0JS4K7,,,,,40.7876,-74.06,anonymous,EN,Yes,Team 1,Male,18-24,Undergraduate/Full Time,Cybersecurity,0 years,5,6,2,3,3,2,,,,,,,,,,,,,,,,,,,,,
2026-01-11 09:54:49,2026-01-11 09:56:49,IP Address,104.28.42.82,38,120,False,2026-01-18 09:56:50,R_6IhkM36GEtTmpnh,,,,,43.3675,-8.3969,anonymous,EN,Yes,Team 2,Male,18-24,Undergraduate/Full Time,"computer science ",0 years,7,4,2,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-11 09:56:35,2026-01-11 09:58:48,IP Address,129.21.255.109,58,132,False,2026-01-18 09:58:57,R_334cfDFMBQFVwc5,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 9,Female,18-24,Undergraduate/Full Time,"Cybersecurity ",3+ years,3,3,2,1,1,1,The members of my team differ in their way of thinking to a somewhat large extent.,The members of my team differ in their knowledge and skills to a somewhat small extent.,The members of my team differ in how they view the world to a somewhat small extent.,The members of my team differ in their beliefs about what is right and wrong to a somewhat small extent.,,,,,,,,,,,,,,,,,
2026-01-11 10:00:03,2026-01-11 10:00:34,IP Address,129.21.255.91,25,30,False,2026-01-18 10:00:52,R_3ibdCmDrRg3Vqwx,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 4,Male,18-24,Undergraduate/Part Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-11 09:57:08,2026-01-11 10:00:41,IP Address,129.21.255.91,42,213,False,2026-01-18 10:00:56,R_5QGTOMssvuOSQbI,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 4,Male,40-44,Graduate/Full Time,"post quantum cryptography ",3+ years,4,5,7,5,1,1,,,,,,,,,,,,,,,,,,,,,
2026-01-11 09:51:50,2026-01-11 12:07:18,IP Address,172.226.201.51,8,8128,False,2026-01-18 12:07:19,R_7dsJ9sQnuG5rhJo,,,,,43.1567,-77.6107,anonymous,EN,Yes,Team 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-11 09:59:47,2026-01-11 12:10:40,IP Address,129.21.255.101,79,7852,False,2026-01-18 12:10:41,R_3f7BijptDGeEn7u,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 2,,,Undergraduate/Full Time,,3+ years,7,6,1,2,1,1,The members of my team differ in their way of thinking to a large extent.,The members of my team differ in their knowledge and skillsto a somewhat large extent.,The members of my team differ in how they view the world to a moderate extent.,The members of my team differ in their beliefs about what is right and wrong to a somewhat large extent.,4,5,4,5,5,,Promoter,9,Promoter,9,Promoter,9,,,,,
2026-01-11 14:04:58,2026-01-11 14:05:24,IP Address,73.92.93.60,0,26,False,2026-01-18 14:05:25,R_7Y3oQ073g5wakpV,,,,,37.7506,-122.4121,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-11 09:53:43,2026-01-12 08:24:12,IP Address,69.193.89.69,58,81029,False,2026-01-19 08:24:13,R_5QkSCqk6zXmtsSR,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 2,Male,45-55,Graduate/Full Time,Cs,3+ years,4,4,4,3,,,,,,,,,,,,,,,,,,,,,,,
