StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,Team ID,Gender,Age,Degree Status,Major,Formal Education,Experience_1,Experience_2,Experience_3,Differing abilities_1,Differing abilities_2,Differing abilities_3,CD-1,CD-2,CD-3,CD-4,OC-1,OC-2,OC-3,OC-4,OC-5
2024-01-14 12:25:16,2024-01-14 12:29:40,IP Address,129.21.255.87,100,263,True,2024-01-14 12:29:40,R_1YWWpQ0J6wKW95w,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 11,Male,18-24,Undergraduate/Part Time,Psychology,1 year,1,3,1,1,1,1,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skills to a moderate extent.,The members of my team differ in how they view the world to a somewhat small extent.,The members of my team differ in their beliefs about what is right and wrong to a small extent.,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2024-01-14 12:24:27,2024-01-14 12:29:47,IP Address,107.77.226.37,100,320,True,2024-01-14 12:29:48,R_1e46bMGsUCNMgbH,,,,,40.7263,-73.9818,anonymous,EN,Yes,Team 4,Male,18-24,Undergraduate/Full Time,Computer Science,0 years,1,6,1,1,1,1,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skills to a large extent.,The members of my team differ in how they view the world to a small extent.,The members of my team differ in their beliefs about what is right and wrong to a small extent.,Agree,Strongly Agree,Agree,Agree,Strongly Agree
2024-01-14 12:26:17,2024-01-14 12:29:51,IP Address,129.21.255.109,100,214,True,2024-01-14 12:29:51,R_70BGwwNb7jhYkoE,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 2,Male,18-24,Undergraduate/Full Time,,0 years,5,4,1,1,1,1,The members of my team differ in their way of thinking to a very large extent.,The members of my team differ in their knowledge and skills to a very large extent.,The members of my team differ in how they view the world to a somewhat large extent.,The members of my team differ in their beliefs about what is right and wrong to a somewhat large extent.,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2024-01-14 12:25:52,2024-01-14 12:29:55,IP Address,129.21.255.88,100,243,True,2024-01-14 12:29:56,R_5IiM4mNqcXPspVK,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 10,Male,18-24,Undergraduate/Part Time,Computer Information Systems,1 year,2,4,1,1,1,1,The members of my team differ in their way of thinking to a small extent.,The members of my team differ in their knowledge and skills to a moderate extent.,The members of my team differ in how they view the world to a somewhat small extent.,The members of my team differ in their beliefs about what is right and wrong to a somewhat small extent.,Agree,Agree,Agree,Agree,Agree
2024-01-14 12:24:58,2024-01-14 12:29:59,IP Address,129.21.255.101,100,301,True,2024-01-14 12:30:00,R_6EQgL7UqfC4GrzU,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 6,Male,18-24,Undergraduate/Full Time,"Software Engineering ",1 year,7,6,1,3,1,1,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skills to a large extent.,The members of my team differ in how they view the world to a somewhat large extent.,The members of my team differ in their beliefs about what is right and wrong to a very large extent.,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
2024-01-14 12:28:29,2024-01-14 12:30:01,IP Address,129.21.255.79,100,92,True,2024-01-14 12:30:02,R_5fKq0xEJVyyZZ3r,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 15,Male,18-24,Undergraduate/Part Time,CS,1 year,1,3,2,5,1,1,The members of my team differ in their way of thinking to a very small extent.,The members of my team differ in their knowledge and skills to a large extent.,The members of my team differ in how they view the world to a somewhat small extent.,The members of my team differ in their beliefs about what is right and wrong to a small extent.,Agree,Agree,Agree,Agree,Agree
2024-01-14 12:24:42,2024-01-14 12:30:16,IP Address,129.21.255.83,100,333,True,2024-01-14 12:30:16,R_6Hpx82qWnEZcrst,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 3,Male,25-29,Undergraduate/Full Time,Computer Science,2 years,5,4,1,2,1,3,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skills to a moderate extent.,The members of my team differ in how they view the world to a somewhat large extent.,The members of my team differ in their beliefs about what is right and wrong to a large extent.,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Agree
2024-01-14 12:28:19,2024-01-14 12:30:53,IP Address,129.21.255.71,100,153,True,2024-01-14 12:30:53,R_38RKJgkuiZyISw8,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 3,Male,18-24,Undergraduate/Full Time,Computer Science,0 years,6,7,2,3,1,2,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skillsto a somewhat large extent.,The members of my team differ in how they view the world to a moderate extent.,The members of my team differ in their beliefs about what is right and wrong to a moderate extent.,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree
2024-01-14 12:23:53,2024-01-14 12:31:06,IP Address,174.208.33.134,100,433,True,2024-01-14 12:31:07,R_5CZcN0hSvguUFod,,,,,42.8354,-78.7573,anonymous,EN,Yes,Team 3,Male,25-29,Undergraduate/Full Time,Computer science/ cybersecurity,0 years,1,2,1,3,1,1,The members of my team differ in their way of thinking to a somewhat small extent.,The members of my team differ in their knowledge and skills to a moderate extent.,The members of my team differ in how they view the world to a somewhat small extent.,The members of my team differ in their beliefs about what is right and wrong to a moderate extent.,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree
2024-01-14 12:24:55,2024-01-14 12:31:13,IP Address,129.21.255.85,100,378,True,2024-01-14 12:31:13,R_3FsdUL4dtnGPMIN,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 10,Male,18-24,Undergraduate/Full Time,,0 years,1,3,1,1,1,1,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skills to a moderate extent.,The members of my team differ in how they view the world to a somewhat small extent.,The members of my team differ in their beliefs about what is right and wrong to a somewhat small extent.,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree
2024-01-14 12:25:44,2024-01-14 12:31:20,IP Address,129.21.255.81,100,335,True,2024-01-14 12:31:20,R_7jGNZG8yYPKiCV2,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 10,Male,18-24,Undergraduate/Part Time,CIS,0 years,1,5,1,1,1,1,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skills to a moderate extent.,The members of my team differ in how they view the world to a moderate extent.,The members of my team differ in their beliefs about what is right and wrong to a somewhat large extent.,Agree,Agree,Strongly Agree,Strongly Agree,Agree
2024-01-14 12:24:50,2024-01-14 12:31:37,IP Address,107.77.226.4,100,407,True,2024-01-14 12:31:37,R_6iViowjzQq3ghBC,,,,,40.7263,-73.9818,anonymous,EN,Yes,Team 5,Male,18-24,Undergraduate/Full Time,Computer Science,2 years,4,6,3,1,1,2,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skillsto a somewhat large extent.,The members of my team differ in how they view the world to a moderate extent.,The members of my team differ in their beliefs about what is right and wrong to a somewhat small extent.,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree
2024-01-14 12:29:12,2024-01-14 12:31:42,IP Address,129.21.255.109,100,149,True,2024-01-14 12:31:42,R_7bFDj7R9o1OXezD,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 3,Male,18-24,Undergraduate/Full Time,cs,0 years,1,2,1,1,1,1,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skills to a large extent.,The members of my team differ in how they view the world to a somewhat small extent.,The members of my team differ in their beliefs about what is right and wrong to a small extent.,Strongly Disagree,Agree,Agree,Strongly Agree,Agree
2024-01-14 12:24:11,2024-01-14 12:31:54,IP Address,129.21.255.84,100,462,True,2024-01-14 12:31:54,R_3OOKzW5uIqkqU9P,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 6,Male,18-24,Undergraduate/Full Time,cs,0 years,3,5,1,2,1,1,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skillsto a somewhat large extent.,,,,Strongly Agree,Agree,Agree,Agree
2024-01-14 12:24:52,2024-01-14 12:32:48,IP Address,129.21.255.75,100,476,True,2024-01-14 12:32:48,R_3DYnxouQsaIxGQJ,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 15,Female,18-24,Undergraduate/Full Time,Computer Science,1 year,4,3,1,2,1,2,The members of my team differ in their way of thinking to a very large extent.,The members of my team differ in their knowledge and skills to a moderate extent.,The members of my team differ in how they view the world to a moderate extent.,The members of my team differ in their beliefs about what is right and wrong to a small extent.,Disagree,Disagree,Agree,Agree,Disagree
2024-01-14 12:24:48,2024-01-14 12:33:23,IP Address,129.21.255.101,100,515,True,2024-01-14 12:33:24,R_6sdozrykQXEvtU3,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 15,Male,18-24,Undergraduate/Part Time,CS,0 years,3,4,2,3,1,1,The members of my team differ in their way of thinking to a somewhat large extent.,The members of my team differ in their knowledge and skills to a very large extent.,The members of my team differ in how they view the world to a somewhat large extent.,The members of my team differ in their beliefs about what is right and wrong to a very small extent.,Disagree,Agree,Strongly Agree,Strongly Agree,Agree
2024-01-14 12:24:40,2024-01-14 12:34:40,IP Address,68.235.33.134,100,600,True,2024-01-14 12:34:41,R_3qqHltiKS7r395F,,,,,41.871,-87.6289,anonymous,EN,Yes,Team 8,Male,18-24,Undergraduate/Full Time,Cybersecurity,2 years,2,3,1,1,1,1,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skills to a large extent.,The members of my team differ in how they view the world to a somewhat small extent.,The members of my team differ in their beliefs about what is right and wrong to a small extent.,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2024-01-14 12:24:57,2024-01-14 12:34:46,IP Address,185.195.59.124,100,588,True,2024-01-14 12:34:46,R_61n60VkWhzxYDFx,,,,,40.7157,-74,anonymous,EN,Yes,Team 15,Male,35-39,,"Computer Science ",,4,4,4,3,,,,,,,,,,,
2024-01-14 12:24:38,2024-01-14 12:24:45,IP Address,129.21.255.107,10,6,False,2024-01-21 12:24:52,R_17TgAHmeBinHogF,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,
2024-01-14 12:24:16,2024-01-14 12:24:55,IP Address,206.0.71.41,55,38,False,2024-01-21 12:25:02,R_7V3dD2vMwIZH0SY,,,,,,,anonymous,EN,Yes,Team 13,Male,18-24,Undergraduate/Full Time,,3+ years,5,6,5,3,,,,,,,,,,,
2024-01-14 12:24:46,2024-01-14 12:24:59,IP Address,129.21.255.85,10,12,False,2024-01-21 12:25:05,R_5jUaDfFYRA0CvD3,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,
2024-01-14 12:25:12,2024-01-14 12:25:19,IP Address,129.21.255.102,10,7,False,2024-01-21 12:25:20,R_5Pd745XN7iuRfRn,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,
2024-01-14 12:24:32,2024-01-14 12:25:19,IP Address,129.21.255.107,20,46,False,2024-01-21 12:25:24,R_3APAkIoP8RVLg1b,,,,,,,anonymous,EN,Yes,Team 6,,,,,,,,,,,,,,,,,,,,
2024-01-14 12:24:42,2024-01-14 12:25:21,IP Address,129.21.255.88,10,38,False,2024-01-21 12:25:26,R_3JYHERYgHmb0PkJ,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,
2024-01-14 12:24:08,2024-01-14 12:25:22,IP Address,129.21.255.88,20,73,False,2024-01-21 12:25:28,R_7QsIaiXvtllrVIQ,,,,,,,anonymous,EN,Yes,Team 9,,,,,,,,,,,,,,,,,,,,
2024-01-14 12:24:57,2024-01-14 12:25:28,IP Address,129.21.255.109,10,31,False,2024-01-21 12:25:29,R_3nOanwFfKDUc4nr,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,
2024-01-14 12:25:03,2024-01-14 12:25:25,IP Address,146.70.202.19,20,21,False,2024-01-21 12:25:32,R_1O1Ck0V0hjPfoXv,,,,,,,anonymous,EN,Yes,Team 11,,,,,,,,,,,,,,,,,,,,
2024-01-14 12:25:08,2024-01-14 12:25:49,IP Address,129.21.255.109,20,40,False,2024-01-21 12:25:55,R_52l0y6M5mVYRkdI,,,,,,,anonymous,EN,Yes,Team 6,,,,,,,,,,,,,,,,,,,,
2024-01-14 12:24:51,2024-01-14 12:26:06,IP Address,104.28.55.232,55,75,False,2024-01-21 12:26:11,R_1kiTx34CSaUio3T,,,,,,,anonymous,EN,Yes,Team 5,Male,18-24,Undergraduate/Full Time,IT,0 years,6,6,1,3,,,,,,,,,,,
2024-01-14 12:24:07,2024-01-14 12:26:05,IP Address,166.194.188.106,55,118,False,2024-01-21 12:26:12,R_7D8pDFe8qSnosuj,,,,,,,anonymous,EN,Yes,Team 5,Other/Prefer not to answer,18-24,Undergraduate/Full Time,Undergraduate studies,1 year,6,4,3,4,1,4,,,,,,,,,
2024-01-14 12:25:56,2024-01-14 12:26:21,IP Address,129.21.255.78,35,25,False,2024-01-21 12:26:27,R_7HhsP6zxF1qTeJC,,,,,,,anonymous,EN,Yes,Team 5,Other/Prefer not to answer,18-24,Graduate/Full Time,,,,,,,,,,,,,,,,,
2024-01-14 12:25:52,2024-01-14 12:27:18,IP Address,129.21.255.100,50,85,False,2024-01-21 12:27:18,R_5scwvMMMZaiK7mE,,,,,,,anonymous,EN,Yes,Team 13,Male,18-24,Undergraduate/Full Time,Computer Engineering,0 years,7,5,4,,,,,,,,,,,,
2024-01-14 12:25:14,2024-01-14 12:27:16,IP Address,166.194.188.46,55,121,False,2024-01-21 12:27:19,R_6e9Wx7gPja9J9WW,,,,,,,anonymous,EN,Yes,Team 6,Male,18-24,Undergraduate/Full Time,Cybersecurity,3+ years,3,3,4,3,,,,,,,,,,,
2024-01-14 12:24:42,2024-01-14 12:27:17,IP Address,129.21.255.100,35,154,False,2024-01-21 12:27:22,R_1FQ9VTlwqL0KCrM,,,,,,,anonymous,EN,Yes,Team 13,Male,45-55,Graduate/Full Time,,,,,,,,,,,,,,,,,
2024-01-14 12:24:03,2024-01-14 12:27:46,IP Address,129.21.255.78,55,223,False,2024-01-21 12:27:48,R_7hAceiZTFWyOrfp,,,,,,,anonymous,EN,Yes,Team 7,Male,18-24,Undergraduate/Full Time,"Computer science ",0 years,1,4,1,1,1,2,,,,,,,,,
2024-01-14 12:26:11,2024-01-14 12:28:05,IP Address,129.21.62.235,50,113,False,2024-01-21 12:28:06,R_7PL8nn7L8TUx88M,,,,,,,anonymous,EN,Yes,Team 4,Male,18-24,Undergraduate/Full Time,CS,0 years,5,6,1,,,,,,,,,,,,
2024-01-14 12:25:43,2024-01-14 12:29:48,IP Address,129.21.255.72,50,244,False,2024-01-21 12:29:48,R_7k3FY6L3xNMZhqV,,,,,,,anonymous,EN,Yes,Team 3,Male,18-24,Undergraduate/Full Time,Computer Science,0 years,4,4,1,,,,,,,,,,,,
2024-01-14 12:26:14,2024-01-14 12:35:19,IP Address,129.21.255.73,75,544,False,2024-01-21 12:35:20,R_3fkIHYe4AIw4It8,,,,,,,anonymous,EN,Yes,Team 8,Male,18-24,Undergraduate/Full Time,IT,2 years,3,5,2,1,2,1,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skillsto a somewhat large extent.,The members of my team differ in how they view the world to a small extent.,The members of my team differ in their beliefs about what is right and wrong to a very small extent.,,,,,
2024-01-14 12:24:56,2024-01-14 13:54:41,IP Address,174.208.38.2,35,5385,False,2024-01-21 13:54:44,R_3fBHY4KYMtEWTzr,,,,,,,anonymous,EN,Yes,Team 5,Other/Prefer not to answer,Other/Prefer not to answer,Undergraduate/Full Time,,,,,,,,,,,,,,,,,
